creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,satisfaction_score,card_type,point_earned,payment_proxy,age_group,tenure_group,balance_group,average_revenue_group,annual_value_proxy,monthly_value_proxy,monthly_spend_category,customer_lifetime_value,customer_value_segment,active_status,credit_card_status,product_segment,actual_churn,churn_probability,predicted_churn
666,France,Female,38,6,127043.09,1,1,1,8247.0,3,DIAMOND,965,DIAMOND,31-40,6-8 years,High,Low,3184.6,265.38,High,19107.6,Gold,Active,Has Credit Card,1 product(s),0,0.3460326832549216,0
850,France,Female,36,6,0.0,2,1,1,190194.95,1,GOLD,978,GOLD,31-40,6-8 years,Medium,Very High,1679.97,140.0,Medium,10079.82,Gold,Active,Has Credit Card,2 product(s),0,0.18361872382748284,0
474,France,Male,26,6,0.0,2,0,0,152491.22,3,PLATINUM,316,PLATINUM,18-30,6-8 years,Low,Very High,1160.46,96.7,Low,6962.76,Silver,Inactive,No Credit Card,2 product(s),0,0.08987823216175701,0
637,France,Male,33,2,145731.83,1,0,1,109219.43,4,SILVER,721,SILVER,31-40,0-2 years,Very High,High,3941.23,328.44,Very High,7882.46,Silver,Active,No Credit Card,1 product(s),0,0.24784856743188616,0
726,France,Male,34,3,0.0,2,1,0,196288.46,3,PLATINUM,544,PLATINUM,31-40,3-5 years,Low,Very High,1493.44,124.45,Medium,4480.32,Silver,Inactive,Has Credit Card,2 product(s),0,0.12059727199750718,0
712,France,Female,31,7,0.0,2,1,0,170333.38,4,SILVER,754,SILVER,31-40,6-8 years,Low,Very High,1468.67,122.39,Medium,10280.69,Gold,Inactive,Has Credit Card,2 product(s),0,0.10692403797608646,0
549,Germany,Female,43,3,134985.66,1,1,0,6101.41,3,PLATINUM,903,PLATINUM,41-50,3-5 years,Very High,Low,3301.72,275.14,High,9905.16,Gold,Inactive,Has Credit Card,1 product(s),0,0.8205910758209446,1
558,Germany,Female,36,0,126606.63,2,1,1,172363.52,4,SILVER,769,SILVER,31-40,0-2 years,High,Very High,4018.45,334.87,Very High,4018.45,Bronze,Active,Has Credit Card,2 product(s),0,0.24215233494821858,0
698,France,Male,57,6,136325.48,2,1,1,72549.27,2,DIAMOND,687,DIAMOND,51-60,6-8 years,Very High,Medium,3672.76,306.06,Very High,22036.56,Platinum,Active,Has Credit Card,2 product(s),1,0.42991688051965204,0
727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1,GOLD,612,GOLD,41-50,0-2 years,High,High,2911.14,242.6,High,5822.28,Silver,Active,Has Credit Card,1 product(s),1,0.4967681141746682,0
666,France,Male,39,10,0.0,2,1,0,102999.33,5,SILVER,888,SILVER,31-40,9-10 years,Low,High,1199.0,99.92,Medium,11990.0,Gold,Inactive,Has Credit Card,2 product(s),0,0.11614819602152117,0
625,France,Female,39,5,0.0,2,1,0,32615.21,2,SILVER,269,SILVER,31-40,3-5 years,Low,Low,537.58,44.8,Low,2687.9,Bronze,Inactive,Has Credit Card,2 product(s),0,0.13641966253016632,0
688,France,Female,32,6,123157.95,1,1,0,172531.23,3,GOLD,499,GOLD,31-40,6-8 years,High,Very High,3695.32,307.94,Very High,22171.92,Platinum,Inactive,Has Credit Card,1 product(s),0,0.40768879583759193,0
792,France,Male,30,1,127187.86,1,1,1,113553.42,3,SILVER,921,SILVER,18-30,0-2 years,High,High,3692.02,307.67,Very High,3692.02,Bronze,Active,Has Credit Card,1 product(s),0,0.20137254621165027,0
566,Germany,Female,40,2,97001.36,2,1,0,154486.01,1,DIAMOND,719,DIAMOND,31-40,0-2 years,Medium,Very High,3311.96,276.0,High,6623.92,Silver,Inactive,Has Credit Card,2 product(s),0,0.35573053140461364,0
677,Spain,Male,56,5,123959.97,1,1,1,60590.72,1,DIAMOND,809,DIAMOND,51-60,3-5 years,High,Medium,3306.65,275.55,High,16533.25,Gold,Active,Has Credit Card,1 product(s),1,0.5529953308213134,1
563,France,Female,34,6,0.0,2,0,0,36536.93,1,GOLD,256,GOLD,31-40,6-8 years,Low,Low,550.68,45.89,Low,3304.08,Bronze,Inactive,No Credit Card,2 product(s),0,0.11517388766508412,0
850,France,Male,36,1,104077.19,2,0,1,68594.0,1,DIAMOND,388,DIAMOND,31-40,0-2 years,High,Medium,2858.51,238.21,High,2858.51,Bronze,Active,No Credit Card,2 product(s),0,0.215866825134574,0
702,France,Female,29,6,149218.39,1,1,1,9633.01,3,DIAMOND,739,DIAMOND,18-30,6-8 years,Very High,Low,3522.03,293.5,High,21132.18,Platinum,Active,Has Credit Card,1 product(s),0,0.2441589166690819,0
449,Spain,Female,31,1,113693.0,1,0,0,82796.29,1,GOLD,395,GOLD,31-40,0-2 years,High,Medium,3005.34,250.45,High,3005.34,Bronze,Inactive,No Credit Card,1 product(s),0,0.38509600907496533,0
705,Germany,Female,56,2,143249.67,1,1,0,88428.41,3,PLATINUM,613,PLATINUM,51-60,0-2 years,Very High,Medium,3733.64,311.14,Very High,7467.28,Silver,Inactive,Has Credit Card,1 product(s),1,0.9136321913725644,1
675,Germany,Male,42,2,92616.64,2,1,0,8567.18,1,DIAMOND,960,DIAMOND,41-50,0-2 years,Medium,Low,2615.17,217.93,Medium,5230.34,Silver,Inactive,Has Credit Card,2 product(s),0,0.33223351512533855,0
795,Spain,Female,56,5,0.0,1,1,0,35418.69,5,PLATINUM,675,PLATINUM,51-60,3-5 years,Low,Low,634.59,52.88,Low,3172.95,Bronze,Inactive,Has Credit Card,1 product(s),1,0.9135578902794371,1
723,Germany,Female,28,5,91938.31,1,1,0,143481.85,1,GOLD,500,GOLD,18-30,3-5 years,Medium,High,2926.18,243.85,High,14630.9,Gold,Inactive,Has Credit Card,1 product(s),0,0.4553298988486903,0
775,Germany,Male,32,8,121669.23,1,0,1,125898.39,3,SILVER,541,SILVER,31-40,6-8 years,High,High,3453.38,287.78,High,27627.04,Platinum,Active,No Credit Card,1 product(s),0,0.4589343190882269,0
748,Germany,Male,45,2,119852.01,1,0,0,73853.94,2,PLATINUM,741,PLATINUM,41-50,0-2 years,High,Medium,3256.81,271.4,High,6513.62,Silver,Inactive,No Credit Card,1 product(s),1,0.8403732018592668,1
718,France,Male,52,8,79475.3,3,1,1,32421.32,3,SILVER,930,SILVER,51-60,6-8 years,Medium,Low,2576.61,214.72,Medium,20612.88,Platinum,Active,Has Credit Card,3+ products,1,0.8016882536650947,1
678,Germany,Female,37,8,149000.91,2,1,1,21472.42,5,DIAMOND,257,DIAMOND,31-40,6-8 years,Very High,Low,3455.88,287.99,High,27647.04,Platinum,Active,Has Credit Card,2 product(s),0,0.28272532396628314,0
739,France,Male,29,1,0.0,2,1,1,164484.78,5,DIAMOND,852,DIAMOND,18-30,0-2 years,Low,Very High,1488.42,124.04,Medium,1488.42,Bronze,Active,Has Credit Card,2 product(s),0,0.07289042361137764,0
566,Germany,Male,65,4,120100.41,1,1,0,107563.16,2,PLATINUM,842,PLATINUM,61+,3-5 years,High,High,3480.82,290.07,High,13923.28,Gold,Inactive,Has Credit Card,1 product(s),1,0.8207288328748374,1
797,France,Male,24,5,0.0,2,1,0,182257.61,3,DIAMOND,707,DIAMOND,18-30,3-5 years,Low,Very High,1504.79,125.4,Medium,7523.95,Silver,Inactive,Has Credit Card,2 product(s),0,0.08661982451399827,0
649,Germany,Female,41,4,115897.73,1,1,0,143544.48,3,GOLD,536,GOLD,41-50,3-5 years,High,High,3423.68,285.31,High,13694.72,Gold,Inactive,Has Credit Card,1 product(s),0,0.6944108669939797,1
588,Spain,Male,59,4,0.0,2,1,1,27435.41,3,SILVER,330,SILVER,51-60,3-5 years,Low,Low,542.18,45.18,Low,2168.72,Bronze,Active,Has Credit Card,2 product(s),0,0.22853843104628535,0
642,Germany,Male,18,5,111183.53,2,0,1,10063.75,5,GOLD,642,GOLD,18-30,3-5 years,High,Low,2834.99,236.25,Medium,14174.95,Gold,Active,No Credit Card,2 product(s),0,0.16230046058274394,0
554,France,Female,39,10,0.0,2,1,1,18391.93,2,DIAMOND,565,DIAMOND,31-40,9-10 years,Low,Low,614.46,51.21,Low,6144.6,Silver,Active,Has Credit Card,2 product(s),0,0.2085075552757158,0
671,France,Male,45,2,106376.85,1,0,1,158264.62,3,DIAMOND,244,DIAMOND,41-50,0-2 years,High,Very High,3160.86,263.41,High,6321.72,Silver,Active,No Credit Card,1 product(s),0,0.5558395802546954,1
470,Germany,Male,39,5,117469.91,2,0,0,63705.9,4,DIAMOND,849,DIAMOND,31-40,3-5 years,High,Medium,3332.43,277.7,High,16662.15,Gold,Inactive,No Credit Card,2 product(s),0,0.3321145755154958,0
568,Spain,Female,36,10,153610.61,1,1,1,54083.8,2,SILVER,244,SILVER,31-40,9-10 years,Very High,Medium,3584.63,298.72,Very High,35846.3,Platinum,Active,Has Credit Card,1 product(s),1,0.32116393007578314,0
562,France,Male,45,6,136855.24,1,1,0,46864.0,4,SILVER,942,SILVER,41-50,6-8 years,Very High,Low,3562.42,296.87,Very High,21374.52,Platinum,Inactive,Has Credit Card,1 product(s),0,0.7198140970836191,1
636,Germany,Female,28,2,115265.14,1,0,0,191627.85,1,DIAMOND,404,DIAMOND,18-30,0-2 years,High,Very High,3585.44,298.79,Very High,7170.88,Silver,Inactive,No Credit Card,1 product(s),0,0.5586485993695288,1
750,Spain,Female,36,8,112940.07,1,0,1,9855.81,3,GOLD,447,GOLD,31-40,6-8 years,High,Low,2651.58,220.96,Medium,21212.64,Platinum,Active,No Credit Card,1 product(s),0,0.2788118717230501,0
535,France,Female,38,8,0.0,2,1,0,136620.64,1,DIAMOND,272,DIAMOND,31-40,6-8 years,Low,High,1059.1,88.26,Low,8472.8,Silver,Inactive,Has Credit Card,2 product(s),0,0.13131816812946698,0
533,France,Male,47,9,83347.25,1,1,1,137696.25,5,PLATINUM,418,PLATINUM,41-50,9-10 years,Medium,High,2684.43,223.7,Medium,24159.87,Platinum,Active,Has Credit Card,1 product(s),0,0.539028950560291,1
786,France,Female,29,4,0.0,2,1,0,103372.79,4,SILVER,245,SILVER,18-30,3-5 years,Low,High,879.36,73.28,Low,3517.44,Bronze,Inactive,Has Credit Card,2 product(s),0,0.09749344620383886,0
735,France,Male,44,9,120681.63,1,1,0,74836.34,2,SILVER,520,SILVER,41-50,9-10 years,High,Medium,3167.81,263.98,High,28510.29,Platinum,Inactive,Has Credit Card,1 product(s),0,0.6966528889553986,1
782,Spain,Female,27,3,0.0,2,1,0,143614.01,3,DIAMOND,858,DIAMOND,18-30,3-5 years,Low,High,1387.07,115.59,Medium,4161.21,Bronze,Inactive,Has Credit Card,2 product(s),0,0.08022253413329311,0
683,Spain,Male,40,8,0.0,1,1,0,75848.22,4,PLATINUM,221,PLATINUM,31-40,6-8 years,Low,Medium,609.74,50.81,Low,4877.92,Silver,Inactive,Has Credit Card,1 product(s),0,0.5264470165101958,1
568,Germany,Male,46,8,150836.92,1,0,0,64516.8,2,DIAMOND,525,DIAMOND,41-50,6-8 years,Very High,Medium,3721.82,310.15,Very High,29774.56,Platinum,Inactive,No Credit Card,1 product(s),1,0.8376259359721206,1
850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1,PLATINUM,480,PLATINUM,51-60,6-8 years,Medium,Very High,2701.31,225.11,Medium,18909.17,Gold,Inactive,No Credit Card,2 product(s),1,0.6812814959790948,1
620,France,Female,70,3,87926.24,2,1,0,33350.26,3,SILVER,909,SILVER,61+,3-5 years,Medium,Low,2619.78,218.32,Medium,7859.34,Silver,Inactive,Has Credit Card,2 product(s),1,0.5867164115687667,1
797,France,Male,30,10,69413.44,1,1,1,74637.57,4,GOLD,856,GOLD,18-30,9-10 years,Medium,Medium,2309.46,192.46,Medium,23094.6,Platinum,Active,Has Credit Card,1 product(s),0,0.19533343656757376,0
547,Germany,Male,41,3,151191.31,1,1,0,175295.89,2,SILVER,945,SILVER,41-50,3-5 years,Very High,Very High,4492.81,374.4,Very High,13478.43,Gold,Inactive,Has Credit Card,1 product(s),1,0.6022706012410987,1
586,Spain,Female,33,10,66948.67,2,1,1,140759.03,1,SILVER,825,SILVER,31-40,9-10 years,Medium,High,2695.27,224.61,Medium,26952.7,Platinum,Active,Has Credit Card,2 product(s),0,0.18995874706319474,0
850,Germany,Male,43,0,108508.82,3,1,0,184044.8,5,PLATINUM,721,PLATINUM,41-50,0-2 years,High,Very High,3810.9,317.58,Very High,3810.9,Bronze,Inactive,Has Credit Card,3+ products,1,0.9410602848490988,1
797,France,Male,45,8,0.0,1,0,0,125110.02,2,DIAMOND,456,DIAMOND,41-50,6-8 years,Medium,High,973.55,81.13,Low,7788.4,Silver,Inactive,No Credit Card,1 product(s),0,0.8337846030210977,1
572,Germany,Female,19,1,138657.08,1,1,1,16161.82,3,PLATINUM,263,PLATINUM,18-30,0-2 years,Very High,Low,3105.45,258.79,High,3105.45,Bronze,Active,Has Credit Card,1 product(s),0,0.32496524803238364,0
750,France,Female,35,3,0.0,1,1,0,191520.5,1,DIAMOND,879,DIAMOND,31-40,3-5 years,Medium,Very High,1517.1,126.42,Medium,4551.3,Silver,Inactive,Has Credit Card,1 product(s),0,0.5163771221667127,1
511,France,Male,33,7,0.0,2,0,1,158313.87,4,PLATINUM,413,PLATINUM,31-40,6-8 years,Low,Very High,1238.07,103.17,Medium,8666.49,Silver,Active,No Credit Card,2 product(s),0,0.05970524324296882,0
608,France,Female,41,5,0.0,2,1,1,72462.25,5,GOLD,445,GOLD,41-50,3-5 years,Medium,Medium,824.81,68.73,Low,4124.05,Bronze,Active,Has Credit Card,2 product(s),0,0.14036992095968093,0
597,France,Male,28,2,0.0,3,1,1,78707.97,3,SILVER,793,SILVER,18-30,0-2 years,Low,Medium,1150.04,95.84,Low,2300.08,Bronze,Active,Has Credit Card,3+ products,0,0.5675910498276768,1
650,Spain,Female,23,5,0.0,1,1,1,180622.43,3,GOLD,918,GOLD,18-30,3-5 years,Low,Very High,1482.11,123.51,Medium,7410.55,Silver,Active,Has Credit Card,1 product(s),0,0.35977439392445093,0
666,France,Female,32,10,112536.57,2,1,1,34350.54,3,SILVER,281,SILVER,31-40,9-10 years,High,Low,2802.98,233.58,Medium,28029.8,Platinum,Active,Has Credit Card,2 product(s),0,0.21121855143960172,0
525,France,Female,23,5,0.0,2,1,0,160249.1,1,PLATINUM,225,PLATINUM,18-30,3-5 years,Low,Very High,1153.75,96.15,Low,5768.75,Silver,Inactive,Has Credit Card,2 product(s),0,0.13770324156139344,0
655,France,Male,37,4,0.0,2,1,1,142415.97,3,PLATINUM,774,PLATINUM,31-40,3-5 years,Medium,High,1339.08,111.59,Medium,5356.32,Silver,Active,Has Credit Card,2 product(s),0,0.0581094148269663,0
717,France,Male,38,7,97459.06,1,0,0,189175.71,2,PLATINUM,676,PLATINUM,31-40,6-8 years,High,Very High,3353.06,279.42,High,23471.42,Platinum,Inactive,No Credit Card,1 product(s),0,0.3575890296323768,0
741,France,Female,21,9,0.0,2,0,1,139259.54,5,SILVER,781,SILVER,18-30,9-10 years,Low,High,1326.8,110.57,Medium,11941.2,Gold,Active,No Credit Card,2 product(s),0,0.07118792253969347,0
706,Spain,Female,37,7,0.0,2,1,1,110899.3,1,GOLD,799,GOLD,31-40,6-8 years,Low,High,1194.0,99.5,Low,8358.0,Silver,Active,Has Credit Card,2 product(s),0,0.09291698592299744,0
710,France,Male,40,5,0.0,2,0,0,162878.96,2,DIAMOND,219,DIAMOND,31-40,3-5 years,Low,Very High,1163.89,96.99,Low,5819.45,Silver,Inactive,No Credit Card,2 product(s),0,0.12535500820152023,0
754,Germany,Female,39,8,129401.87,1,1,1,87684.93,2,GOLD,591,GOLD,31-40,6-8 years,Very High,Medium,3441.96,286.83,High,27535.68,Platinum,Active,Has Credit Card,1 product(s),0,0.566495432803545,1
556,France,Male,34,8,163757.06,1,1,1,104000.06,3,PLATINUM,719,PLATINUM,31-40,6-8 years,Very High,High,4274.64,356.22,Very High,34197.12,Platinum,Active,Has Credit Card,1 product(s),0,0.27423660475455053,0
507,France,Female,29,4,89349.47,2,0,0,180626.68,3,GOLD,889,GOLD,18-30,3-5 years,Medium,Very High,3374.62,281.22,High,13498.48,Gold,Inactive,No Credit Card,2 product(s),0,0.226352071408254,0
705,France,Female,50,4,77065.9,2,0,1,145159.26,4,PLATINUM,726,PLATINUM,41-50,3-5 years,Medium,High,2870.11,239.18,High,11480.44,Gold,Active,No Credit Card,2 product(s),0,0.5316461947125249,1
680,Spain,Male,36,7,0.0,2,1,0,20109.21,5,DIAMOND,524,DIAMOND,31-40,6-8 years,Medium,Low,602.55,50.21,Low,4217.85,Silver,Inactive,Has Credit Card,2 product(s),0,0.08145119926727293,0
681,France,Male,34,7,0.0,2,0,0,130686.59,4,DIAMOND,742,DIAMOND,31-40,6-8 years,Low,High,1264.43,105.37,Medium,8851.01,Silver,Inactive,No Credit Card,2 product(s),0,0.0657405227447276,0
484,France,Female,50,2,90408.16,2,0,0,48170.57,5,GOLD,959,GOLD,41-50,0-2 years,Medium,Low,2768.52,230.71,Medium,5537.04,Silver,Inactive,No Credit Card,2 product(s),0,0.5530534618318782,1
698,Germany,Female,36,7,121263.62,1,1,1,13387.88,3,DIAMOND,233,DIAMOND,31-40,6-8 years,High,Low,2728.71,227.39,Medium,19100.97,Gold,Active,Has Credit Card,1 product(s),0,0.49345185798419494,0
633,France,Female,33,3,0.0,2,1,0,191111.02,5,PLATINUM,674,PLATINUM,31-40,3-5 years,Low,Very High,1532.56,127.71,Medium,4597.68,Silver,Inactive,Has Credit Card,2 product(s),0,0.1357850615403021,0
596,France,Male,21,4,210433.08,2,0,1,197297.77,5,DIAMOND,896,DIAMOND,18-30,3-5 years,Very High,Very High,5883.15,490.26,Very High,23532.6,Platinum,Active,No Credit Card,2 product(s),1,0.21494206055432913,0
799,Germany,Male,31,9,154586.92,1,0,1,88604.89,4,SILVER,665,SILVER,31-40,9-10 years,Very High,Medium,3987.26,332.27,Very High,35885.34,Platinum,Active,No Credit Card,1 product(s),1,0.34055938659256824,0
495,France,Female,40,1,140197.71,2,1,0,150720.39,4,PLATINUM,970,PLATINUM,31-40,0-2 years,Very High,Very High,4282.56,356.88,Very High,4282.56,Silver,Inactive,Has Credit Card,2 product(s),0,0.33577502472741677,0
729,France,Female,36,8,109106.8,1,0,0,121311.12,3,DIAMOND,456,DIAMOND,31-40,6-8 years,High,High,3136.69,261.39,High,25093.52,Platinum,Inactive,No Credit Card,1 product(s),0,0.4038338784547378,0
661,France,Male,48,3,120320.54,1,0,0,96463.25,5,PLATINUM,727,PLATINUM,41-50,3-5 years,High,Medium,3372.23,281.02,High,10116.69,Gold,Inactive,No Credit Card,1 product(s),0,0.705633779098126,1
604,Spain,Male,27,9,101352.78,1,0,0,30252.3,2,DIAMOND,799,DIAMOND,18-30,9-10 years,High,Low,2697.82,224.82,Medium,24280.38,Platinum,Inactive,No Credit Card,1 product(s),0,0.354116868758169,0
683,Spain,Male,38,3,126152.84,1,0,0,15378.75,4,PLATINUM,611,PLATINUM,31-40,3-5 years,High,Low,3025.45,252.12,High,9076.35,Silver,Inactive,No Credit Card,1 product(s),0,0.3822424549381511,0
657,Spain,Male,40,10,0.0,2,1,1,52990.7,3,GOLD,724,GOLD,31-40,9-10 years,Low,Medium,866.95,72.25,Low,8669.5,Silver,Active,Has Credit Card,2 product(s),0,0.07832497764594952,0
588,Germany,Female,48,1,143279.58,2,1,0,31580.8,2,PLATINUM,914,PLATINUM,41-50,0-2 years,Very High,Low,3720.5,310.04,Very High,3720.5,Bronze,Inactive,Has Credit Card,2 product(s),1,0.6167951642255136,1
515,France,Female,25,7,79543.59,1,0,1,38772.82,2,DIAMOND,509,DIAMOND,18-30,6-8 years,Medium,Low,2159.24,179.94,Medium,15114.68,Gold,Active,No Credit Card,1 product(s),0,0.1833426404508603,0
753,Germany,Female,47,1,131160.85,1,1,0,197444.69,3,DIAMOND,482,DIAMOND,41-50,0-2 years,Very High,Very High,3971.44,330.95,Very High,3971.44,Bronze,Inactive,Has Credit Card,1 product(s),0,0.8571069637293942,1
565,France,Male,32,9,0.0,2,1,0,5388.3,5,DIAMOND,887,DIAMOND,31-40,9-10 years,Medium,Low,710.44,59.2,Low,6393.96,Silver,Inactive,Has Credit Card,2 product(s),0,0.061066219544874505,0
699,Spain,Female,25,8,0.0,2,1,1,52404.47,5,SILVER,248,SILVER,18-30,6-8 years,Low,Medium,626.02,52.17,Low,5008.16,Silver,Active,Has Credit Card,2 product(s),0,0.09763026392204675,0
487,Spain,Male,44,6,61691.45,1,1,1,53087.98,1,SILVER,936,SILVER,41-50,6-8 years,Medium,Medium,2087.27,173.94,Medium,12523.62,Gold,Active,Has Credit Card,1 product(s),0,0.49314432369530786,0
771,Spain,Male,45,0,139825.56,1,0,0,170984.97,5,GOLD,727,GOLD,41-50,0-2 years,Very High,Very High,4134.94,344.58,Very High,4134.94,Bronze,Inactive,No Credit Card,1 product(s),1,0.7412308240146694,1
479,Germany,Female,23,9,123575.51,1,0,1,95148.28,3,GOLD,787,GOLD,18-30,9-10 years,High,Medium,3460.75,288.4,High,31146.75,Platinum,Active,No Credit Card,1 product(s),0,0.37080057005699113,0
813,France,Male,29,6,0.0,1,1,0,33953.87,3,PLATINUM,259,PLATINUM,18-30,6-8 years,Low,Low,419.27,34.94,Low,2515.62,Bronze,Inactive,Has Credit Card,1 product(s),0,0.4312947589207539,0
836,Spain,Male,57,4,101247.06,1,1,0,37141.62,4,GOLD,611,GOLD,51-60,3-5 years,High,Low,2636.15,219.68,Medium,10544.6,Gold,Inactive,Has Credit Card,1 product(s),1,0.8548563683995475,1
698,Germany,Male,44,10,116363.37,2,1,0,198059.16,4,SILVER,829,SILVER,41-50,9-10 years,High,Very High,3972.06,331.0,Very High,39720.6,Platinum,Inactive,Has Credit Card,2 product(s),0,0.5660348033369101,1
730,France,Female,27,7,0.0,2,1,0,144099.48,1,SILVER,833,SILVER,18-30,6-8 years,Medium,High,1377.0,114.75,Medium,9639.0,Gold,Inactive,Has Credit Card,2 product(s),0,0.08785868068621479,0
546,France,Male,29,5,0.0,1,1,1,94823.95,4,GOLD,986,GOLD,18-30,3-5 years,Low,Medium,1087.12,90.59,Low,5435.6,Silver,Active,Has Credit Card,1 product(s),0,0.290728552231957,0
846,France,Female,41,5,0.0,3,1,0,3440.47,1,GOLD,994,GOLD,41-50,3-5 years,Low,Low,874.2,72.85,Low,4371.0,Silver,Inactive,Has Credit Card,3+ products,1,0.7429107694134235,1
574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1,DIAMOND,929,DIAMOND,31-40,3-5 years,Medium,Very High,2979.18,248.26,High,11916.72,Gold,Inactive,Has Credit Card,1 product(s),1,0.37687018779672704,0
450,France,Male,29,7,117199.8,1,1,1,43480.63,2,GOLD,483,GOLD,18-30,6-8 years,High,Low,2922.9,243.58,High,20460.3,Platinum,Active,Has Credit Card,1 product(s),0,0.19122525730148124,0
626,Spain,Female,26,8,148610.41,3,0,1,104502.02,5,PLATINUM,410,PLATINUM,18-30,6-8 years,Very High,High,4059.72,338.31,Very High,32477.76,Platinum,Active,No Credit Card,3+ products,1,0.7458195458239649,1
634,Germany,Male,38,2,148430.55,1,1,1,56055.72,5,PLATINUM,808,PLATINUM,31-40,0-2 years,Very High,Medium,3772.89,314.41,Very High,7545.78,Silver,Active,Has Credit Card,1 product(s),0,0.3530181601545098,0
744,Spain,Male,30,1,128065.12,1,1,0,121525.48,2,PLATINUM,607,PLATINUM,18-30,0-2 years,Very High,High,3592.43,299.37,Very High,3592.43,Bronze,Inactive,Has Credit Card,1 product(s),0,0.4303346622772753,0
614,France,Female,41,3,123475.04,1,1,1,179227.52,4,PLATINUM,539,PLATINUM,41-50,3-5 years,High,Very High,3755.14,312.93,Very High,11265.42,Gold,Active,Has Credit Card,1 product(s),0,0.4608659253322761,0
554,France,Female,26,7,92606.86,2,1,0,192709.69,3,SILVER,675,SILVER,18-30,6-8 years,Medium,Very High,3393.19,282.77,High,23752.33,Platinum,Inactive,Has Credit Card,2 product(s),0,0.22873044386144842,0
635,Germany,Female,65,5,117325.54,1,1,0,155799.86,3,PLATINUM,958,PLATINUM,61+,3-5 years,High,Very High,3724.51,310.38,Very High,18622.55,Gold,Inactive,Has Credit Card,1 product(s),1,0.814714242321577,1
537,Germany,Male,39,3,135309.36,1,1,0,31728.86,2,PLATINUM,746,PLATINUM,31-40,3-5 years,Very High,Low,3357.83,279.82,High,10073.49,Gold,Inactive,Has Credit Card,1 product(s),1,0.5769282441253761,1
714,France,Male,46,1,0.0,1,1,0,152167.79,2,PLATINUM,747,PLATINUM,41-50,0-2 years,Low,Very High,1254.34,104.53,Medium,1254.34,Bronze,Inactive,Has Credit Card,1 product(s),1,0.8097814550373654,1
524,Germany,Male,29,9,144287.6,2,1,0,32063.3,3,PLATINUM,311,PLATINUM,18-30,9-10 years,Very High,Low,3441.57,286.8,High,30974.13,Platinum,Inactive,Has Credit Card,2 product(s),0,0.25432098895891647,0
640,Spain,Male,43,9,172478.15,1,1,0,191084.4,4,DIAMOND,844,DIAMOND,41-50,9-10 years,Very High,Very High,4946.99,412.25,Very High,44522.91,Platinum,Inactive,Has Credit Card,1 product(s),1,0.6948012696048111,1
